video_id,video_title,channel_id,channel_title,video_published_at,reply_id,reply_parent_comment_id,reply_author_display,reply_author_channel_id,reply_text,reply_lang,reply_published_utc,reply_published_local,reply_like_count
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugz9TM4hfjt9GBk_kRh4AaABAg.AMDm7qxb9-eAOz33F6_hu9,Ugz9TM4hfjt9GBk_kRh4AaABAg,@jastizmarinas3317,UCgv0Drc4KzysEMdja_WrMoA,"he's about to be Wednesday's husband in the future, after all😳",en,2025-11-01T09:20:13Z,2025-11-01 05:20:13,3
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzJez7-Cs9T9lnZK5t4AaABAg.AIQ_wrUvpSYAIQcD5J1tMb,UgzJez7-Cs9T9lnZK5t4AaABAg,@ZahraM-m3n,UC0eLsDpE7XH4Zf7nEXrIwqg,Mee too,mi,2025-05-22T11:55:06Z,2025-05-22 07:55:06,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugxnw2qhTquO7MjR7cZ4AaABAg.AIQVMwLW3PCAIRSrr8iOPW,Ugxnw2qhTquO7MjR7cZ4AaABAg,@kevinb3812,UCk9aIbBmv8rkj5CcMcJSfxA,"Yes, every school needs it's talented artists!",en,2025-05-22T19:43:56Z,2025-05-22 15:43:56,3
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzKE0djbw21wH_1RwN4AaABAg.AIQUN6LHT3WAIS2SBfVahC,UgzKE0djbw21wH_1RwN4AaABAg,@leinardmiranda5738,UCSJ1HisVV1IOG7DFfmJXsXw,she only blinks off set,no,2025-05-23T01:12:20Z,2025-05-22 21:12:20,15
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzKE0djbw21wH_1RwN4AaABAg.AIQUN6LHT3WAIblqkc-_wh,UgzKE0djbw21wH_1RwN4AaABAg,@CottonBoba,UCHWq3IiHPtqHZUCfB7r4yGA,Okay?,NA,2025-05-27T05:10:11Z,2025-05-27 01:10:11,2
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugx0Bs6wai3MTgBGqkB4AaABAg.AIQCRIQP5ClAIXrpsT-026,Ugx0Bs6wai3MTgBGqkB4AaABAg,@sfinn85,UC9Z7rZD0Yw74_1mnvTk7Avw,No.  Filming for Season 1 took place between September 2021 and March 2022 in Romania and filming for Season 2 took place from May to December last year in Ireland,en,2025-05-25T07:26:18Z,2025-05-25 03:26:18,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugyab77kdFuaCamwLdh4AaABAg.AIQ70-f1w_FAISgWQJsRaV,Ugyab77kdFuaCamwLdh4AaABAg,@archanasinghania4995,UC_q7kXKGyZtzp11oA0gu4Lw,Is there any reason behind that they didn’t cast Xavier?,en,2025-05-23T07:11:11Z,2025-05-23 03:11:11,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugyab77kdFuaCamwLdh4AaABAg.AIQ70-f1w_FAISjh-G9EV0,Ugyab77kdFuaCamwLdh4AaABAg,@erikaortiz927,UCm9AiVK-NrgKobsyKXo-03g,​@archanasinghania4995he was accused of alleged s.a towards a teenager...seems like they were all false accusations but he was fired from the show nonetheless.,en,2025-05-23T07:38:58Z,2025-05-23 03:38:58,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugyab77kdFuaCamwLdh4AaABAg.AIQ70-f1w_FAL5ijqmpSny,Ugyab77kdFuaCamwLdh4AaABAg,@opal_ediits,UCXZqp8N1WvvRG9DJLYhyI4g,@archanasinghania4995 he was accused of sa’ing some girls,NA,2025-07-27T22:42:16Z,2025-07-27 18:42:16,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgwSpR1aE2EKWlcNYqd4AaABAg.AIPu-kgaJdZAIR6BrH2rDN,UgwSpR1aE2EKWlcNYqd4AaABAg,@deyliramirez382,UC0Y16Mm6TdeqR8GH3awh2pA,They gave her more Tim Burton film type makeup,en,2025-05-22T16:25:49Z,2025-05-22 12:25:49,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzUr_EungWUAtlMk9B4AaABAg.AIOzPT5hjQmAIOzSToziGc,UgzUr_EungWUAtlMk9B4AaABAg,@KloiKaculi,UCVSov9BsULemc1AStAuL94g,Nexfilx u did amazing,pl,2025-05-21T20:39:42Z,2025-05-21 16:39:42,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyB2FG845sSkJVvvDJ4AaABAg.AIOrDubNujhAIOtcb9wYNd,UgyB2FG845sSkJVvvDJ4AaABAg,@BurnLikeAFlame,UCQlJIb91kTq8vTVYb_zblew,"She'll be just fine. You, on the other hand, well no one will know who the f you are in the first place.",en,2025-05-21T19:48:47Z,2025-05-21 15:48:47,4
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyB2FG845sSkJVvvDJ4AaABAg.AIOrDubNujhAIOwrcHoAWS,UgyB2FG845sSkJVvvDJ4AaABAg,@redjoker4673,UCOihs8WCG_76NW4pqcfXcBA,"@BurnLikeAFlame The dumbest response I've read in a while. Really reflects the group you and Ortega belong to: small people with a very tiny brain.  Obviously, no one knows who I am. What a dumbass. 🤦‍♂",en,2025-05-21T20:17:03Z,2025-05-21 16:17:03,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyB2FG845sSkJVvvDJ4AaABAg.AIOrDubNujhAIOyFP6_neN,UgyB2FG845sSkJVvvDJ4AaABAg,@redjoker4673,UCOihs8WCG_76NW4pqcfXcBA,"​@BurnLikeAFlame  Your comment really reflects the group you and Ortega belong to: small people with a very tiny brain.  Obviously, no one knows who I am.. stupid 🤦‍♂",en,2025-05-21T20:29:11Z,2025-05-21 16:29:11,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyB2FG845sSkJVvvDJ4AaABAg.AIOrDubNujhAIOyq5RD0ve,UgyB2FG845sSkJVvvDJ4AaABAg,@redjoker4673,UCOihs8WCG_76NW4pqcfXcBA,"​@BurnLikeAFlame Obviously no one knows who I Am here. Do you know who I Am? 🤣You and Ortega are in the same group. Small people with very small, non-functioning brains. What a waste..",en,2025-05-21T20:34:19Z,2025-05-21 16:34:19,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyB2FG845sSkJVvvDJ4AaABAg.AIOrDubNujhAIP-hoFZMbD,UgyB2FG845sSkJVvvDJ4AaABAg,@Red-xs6iu,UCoG7zwApQU6L8HB88WyekoQ,@BurnLikeAFlame People with small brains like yours are a waste of humanity. Telling a stranger that no one knows who he is 🤦‍♂,en,2025-05-21T20:50:40Z,2025-05-21 16:50:40,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugyhwcq7UeR9xz_O4CR4AaABAg.AIOQKju43tBAIOu3EijRRV,Ugyhwcq7UeR9xz_O4CR4AaABAg,@BurnLikeAFlame,UCQlJIb91kTq8vTVYb_zblew,"We're sure you are. Weird place for you to admit, though.",en,2025-05-21T19:52:34Z,2025-05-21 15:52:34,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugw0afKVrYxt0f_iDUJ4AaABAg.AINMOjfxT5gAINQR1ptLVz,Ugw0afKVrYxt0f_iDUJ4AaABAg,@olg06,UCupqEyYqewTIZLWxVuBBv8A,"Xavier was suppose to be her rightful love ineterest, but he's not here no more ☹",en,2025-05-21T06:05:41Z,2025-05-21 02:05:41,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgxN3swdQIuZNIE8PYh4AaABAg.AINFrVpexYCAINQyLzaAxo,UgxN3swdQIuZNIE8PYh4AaABAg,@olg06,UCupqEyYqewTIZLWxVuBBv8A,Watch it Again,fy,2025-05-21T06:10:23Z,2025-05-21 02:10:23,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgwCuxBuYvNGfk2otVV4AaABAg.AINFUUx0dNsAINR977fzlK,UgwCuxBuYvNGfk2otVV4AaABAg,@olg06,UCupqEyYqewTIZLWxVuBBv8A,"Go watch ""Winter Spring Summer or Fall"" these two actors play a romantic couple in that film!",en,2025-05-21T06:11:59Z,2025-05-21 02:11:59,2
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzrYNFGudxr3d5vyX54AaABAg.AINF8t4vutUAINRCerfNzs,UgzrYNFGudxr3d5vyX54AaABAg,@olg06,UCupqEyYqewTIZLWxVuBBv8A,They are dropping it on Fall,en,2025-05-21T06:12:28Z,2025-05-21 02:12:28,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugzr2B6ku8Gq3a6EF1B4AaABAg.AIN4VlLcL1ZAINRP82Ei1b,Ugzr2B6ku8Gq3a6EF1B4AaABAg,@olg06,UCupqEyYqewTIZLWxVuBBv8A,Why do you say that?,en,2025-05-21T06:14:10Z,2025-05-21 02:14:10,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugzr2B6ku8Gq3a6EF1B4AaABAg.AIN4VlLcL1ZAINWPbH1lqm,Ugzr2B6ku8Gq3a6EF1B4AaABAg,@Reloadedevil,UCzsZ19OuIAEFyb7Ge4A7Ipw,@olg06coz her face looks swollen in Season 2. She used to have defined cheekbones 🤷🏻‍♂️,en,2025-05-21T06:57:56Z,2025-05-21 02:57:56,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugzr2B6ku8Gq3a6EF1B4AaABAg.AIN4VlLcL1ZAIOuUYbt-B_,Ugzr2B6ku8Gq3a6EF1B4AaABAg,@olg06,UCupqEyYqewTIZLWxVuBBv8A,​@Reloadedevil ?? Did you see the recent Season2 behind the scenes that dropped yesterday. Her face looks fine to me idk 🤷‍♂️🤷‍♀️,en,2025-05-21T19:56:18Z,2025-05-21 15:56:18,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugzr2B6ku8Gq3a6EF1B4AaABAg.AIN4VlLcL1ZAIPm3U0XtZJ,Ugzr2B6ku8Gq3a6EF1B4AaABAg,@Reloadedevil,UCzsZ19OuIAEFyb7Ge4A7Ipw,@olg06I don’t think I missed that. Something has changed to her jawline or put on weight during the season gap. 🤔,en,2025-05-22T04:01:56Z,2025-05-22 00:01:56,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugzr2B6ku8Gq3a6EF1B4AaABAg.AIN4VlLcL1ZAIR2KZQzAoI,Ugzr2B6ku8Gq3a6EF1B4AaABAg,@olg06,UCupqEyYqewTIZLWxVuBBv8A,​@Reloadedevil​​Well she was a teenager when she started Wednesday and now she's an adult so of course her body is gonna go through changes. It's just a bit of weight gain like she has bigger boobs now too. She's just developing into her woman form (see her at the premiere of Hurry Up Tomorrow),en,2025-05-22T15:52:03Z,2025-05-22 11:52:03,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgwQBopfmsRXtJ6_NoB4AaABAg.AIN-RCSM1LZAIii392pbPy,UgwQBopfmsRXtJ6_NoB4AaABAg,@rosavisser5764,UC6-VSePF1-CRKHYsVssm9OQ,I believe its Wednesday I saw,pl,2025-05-29T21:51:45Z,2025-05-29 17:51:45,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugz5TYOtk3-F0aspmip4AaABAg.AIMyTh4m4ocAINJSOs-2gN,Ugz5TYOtk3-F0aspmip4AaABAg,@graphite2786,UCESa7SyeNBKUw5ECeDQyygQ,She was 19 yo in the first series and she was 22 when this was filmed. They had to make her look younger so more makeup,en,2025-05-21T05:04:43Z,2025-05-21 01:04:43,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugwl1hXgt_v1KhZxVXl4AaABAg.AIMxriDxJR4AIMzEEn0xYA,Ugwl1hXgt_v1KhZxVXl4AaABAg,@AlyssaSpanishfork,UCcAdfdlSV9JjLfD32uY4oCw,Not white ......thankfully,ru-Latn,2025-05-21T01:59:16Z,2025-05-20 21:59:16,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgxbAtax5RR-ktT7PzN4AaABAg.AIMv2tg0AnVAKHX3eW7p-1,UgxbAtax5RR-ktT7PzN4AaABAg,@Mhm-x6o,UCfa3TRLF7TJ0uG0HuVY_f3A,LIKE YESSS,NA,2025-07-07T16:11:01Z,2025-07-07 12:11:01,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgxVpN0Lw1k8SO0wPsV4AaABAg.AIMtK5qwvBRAIQ2hep0SAW,UgxVpN0Lw1k8SO0wPsV4AaABAg,@moyaxoxo5923,UCQ0QOS83ZL7U7Ws5HLnq1nQ,Right?! That’s what I thought. There’s several shows and films and iterations of lore,en,2025-05-22T06:36:06Z,2025-05-22 02:36:06,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgxVpN0Lw1k8SO0wPsV4AaABAg.AIMtK5qwvBRAKHXD1OWgVJ,UgxVpN0Lw1k8SO0wPsV4AaABAg,@Mhm-x6o,UCfa3TRLF7TJ0uG0HuVY_f3A,@moyaxoxo5923they meant in season 1 there wasn’t,en,2025-07-07T16:12:17Z,2025-07-07 12:12:17,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgxycGzusiyJuBiUb7V4AaABAg.AIMr_1X_zy8AL5jYFP7CvE,UgxycGzusiyJuBiUb7V4AaABAg,@opal_ediits,UCXZqp8N1WvvRG9DJLYhyI4g,ooh they definitely will. even hunter doohan (tyler) says they amped everything up for this season.,en,2025-07-27T22:49:17Z,2025-07-27 18:49:17,2
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgxycGzusiyJuBiUb7V4AaABAg.AIMr_1X_zy8AL5m65A22e3,UgxycGzusiyJuBiUb7V4AaABAg,@1977Yakko,UCPpe2yrsFzp4iiPSS4f2q5A,@opal_ediits Good to hear. I'm optimistic for this show.,en,2025-07-27T23:11:40Z,2025-07-27 19:11:40,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyWYYhnZGtm5NUAXHd4AaABAg.AIMrVvplQGLAKHWaMtzOxv,UgyWYYhnZGtm5NUAXHd4AaABAg,@Mhm-x6o,UCfa3TRLF7TJ0uG0HuVY_f3A,I miss her and Antonio❤️‍🔥,NA,2025-07-07T16:06:52Z,2025-07-07 12:06:52,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyWYYhnZGtm5NUAXHd4AaABAg.AIMrVvplQGLAKJ_AnjLH9y,UgyWYYhnZGtm5NUAXHd4AaABAg,@Andain_83,UCD9H6a1sNYiKQ548o4sGENQ,​@Mhm-x6o Oh me too for sure!!! I also just plain miss the mid to late 90's when actual talent was required in order to release top level music/movies. It's like all we have now are the same shallow pretty people that are even further enhanced by the use of excessive A.I technology instead of the use of practical effects/animatronics (Jurassic Park for instance.) 🤷🏼‍♀️🤦🏼‍♀️,en,2025-07-08T11:16:41Z,2025-07-08 07:16:41,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugzq22gpIMKrmSqyC_R4AaABAg.AIMqf-5WxLXAIMr8xDOLmx,Ugzq22gpIMKrmSqyC_R4AaABAg,@SOAPIE00,UCpwYvLzbUW7ExPEQ2osRo5Q,YES!!!! I LOVE WEDNESDAY,NA,2025-05-21T00:48:39Z,2025-05-20 20:48:39,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgxUXBG0BDx4H8mGSMd4AaABAg.AIMkdWZOOyoAIMqvAX0Baq,UgxUXBG0BDx4H8mGSMd4AaABAg,@ratsarehot0,UCt_rWTFT9nPyOqbEmHXgEJQ,not being showed for reasons,en,2025-05-21T00:46:38Z,2025-05-20 20:46:38,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyZIiqYV_UKEL_JdZl4AaABAg.AIMkbiCTBzLAIMqwaB03tl,UgyZIiqYV_UKEL_JdZl4AaABAg,@ratsarehot0,UCt_rWTFT9nPyOqbEmHXgEJQ,i hope not he likes 15 year olds when he’s 18 !,en,2025-05-21T00:46:49Z,2025-05-20 20:46:49,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyZIiqYV_UKEL_JdZl4AaABAg.AIMkbiCTBzLAIMrdR2G9gI,UgyZIiqYV_UKEL_JdZl4AaABAg,@HandlesAreForLosers,UC3aEl7q-Ooug5kR1-Fa5eXQ,@ratsarehot0it’s not specified how old he is. Wednesday is 16. Try google before commenting,en,2025-05-21T00:52:57Z,2025-05-20 20:52:57,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyZIiqYV_UKEL_JdZl4AaABAg.AIMkbiCTBzLAINJPbRhD2R,UgyZIiqYV_UKEL_JdZl4AaABAg,@ratsarehot0,UCt_rWTFT9nPyOqbEmHXgEJQ,@HandlesAreForLosershe’s still into a litteral child,NA,2025-05-21T05:04:21Z,2025-05-21 01:04:21,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugy3khOI4Rm9_AyUhCF4AaABAg.AIMkPbdE7AqAIRSa9Ki9cx,Ugy3khOI4Rm9_AyUhCF4AaABAg,@kevinb3812,UCk9aIbBmv8rkj5CcMcJSfxA,Hopefully eh?,hi-Latn,2025-05-22T19:41:31Z,2025-05-22 15:41:31,4
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugy3khOI4Rm9_AyUhCF4AaABAg.AIMkPbdE7AqAIRnlJKXmZL,Ugy3khOI4Rm9_AyUhCF4AaABAg,@AngelEmeana,UC-7LrrwD0cbhnLWANKtUQ0A,"Don't worship other celebrities, only worship God and Jesus Christ. Stop idolatry, or you will pay the price. Repent and give your life to Jesus Christ. Don't encourage sexual sins or any other sins.  Stop lusting, saying the Lord's name in vain like oh my g*d or g*d damn, swearing, homosexuality, pride ( bisexuality, pansexuality, transgenderism, drag queens, drag kings, non binaryism, and etc.) If you're a Christian don't watch horror movies, sexual films, and evil shows. Don't watch these movies/shows at all (Stranger Things, Bridgerton, sinners, charmed, hazbin hotel, final destination, lucifer, supernatural, IT, and etc. DON'T SELL YOUR SOUL TO satan. SELL YOUR SOUL TO JESUS CHRIST! IF YOU'RE DEPRESSED OR TROUBLED, GIVE YOUR LIFE TO CHRIST. HE CAN MAKE IT BETTER.",en,2025-05-22T22:55:16Z,2025-05-22 18:55:16,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugy3khOI4Rm9_AyUhCF4AaABAg.AIMkPbdE7AqAISV6KSQPtu,Ugy3khOI4Rm9_AyUhCF4AaABAg,@benjaminacuna8013,UCdoDV7l5198N6gOObtBjfew,"I think we will see more of Bianca in part two, given that she was summoned by her mother to the cult; coerced",en,2025-05-23T05:22:46Z,2025-05-23 01:22:46,11
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugy3khOI4Rm9_AyUhCF4AaABAg.AIMkPbdE7AqAJGqhXu7kN_,Ugy3khOI4Rm9_AyUhCF4AaABAg,@ew-.-ew-w5e,UCxHVFZ6ms5fqwz4hWavn4Aw,"I hope she can deal with whatever her mom is forcing her to get involved in, maybe wednesday will be able to free her from her mom's blackmailing",en,2025-06-12T13:20:44Z,2025-06-12 09:20:44,3
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyEWvepdmXwVMvkh2F4AaABAg.AIMiIlQNyM2AIMiMd_vShJ,UgyEWvepdmXwVMvkh2F4AaABAg,@lucassilvazsq,UCJfZ0fesPlVFhfAIJm23I9Q,How???,en,2025-05-20T23:31:53Z,2025-05-20 19:31:53,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyEWvepdmXwVMvkh2F4AaABAg.AIMiIlQNyM2AIMiNMIqxOz,UgyEWvepdmXwVMvkh2F4AaABAg,@andreyzxzx,UClrfMb9PUrgEEmfGizw3yAw,"↖️ It's all here, come in and enjoy!!",en,2025-05-20T23:31:58Z,2025-05-20 19:31:58,4
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyEWvepdmXwVMvkh2F4AaABAg.AIMiIlQNyM2AIMiQRQ1Kaq,UgyEWvepdmXwVMvkh2F4AaABAg,@danidanilopezq,UC2brdNtHetFNiLmv0Fid8Sg,How do I do it??? I want to,NA,2025-05-20T23:32:24Z,2025-05-20 19:32:24,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyEWvepdmXwVMvkh2F4AaABAg.AIMiIlQNyM2AIMiSwshtMj,UgyEWvepdmXwVMvkh2F4AaABAg,@jorgeaugusto10,UC2S_L5qQ0Fi8ZwmDR4Y8k-w,Does this really work? If it works it will help a lot of people,en,2025-05-20T23:32:44Z,2025-05-20 19:32:44,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyEWvepdmXwVMvkh2F4AaABAg.AIMiIlQNyM2AIMiVSJ1gDP,UgyEWvepdmXwVMvkh2F4AaABAg,@choflera,UCm86pduRBbxiz0mhBN2GjVQ,I saw people talking about this method there and I never tried it... I'm going to try it now I liked it,en,2025-05-20T23:33:05Z,2025-05-20 19:33:05,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyEWvepdmXwVMvkh2F4AaABAg.AIMiIlQNyM2AIMiYXoyPK0,UgyEWvepdmXwVMvkh2F4AaABAg,@luanflaflu,UCUtTMwGYVxTfdwsV3DLajJA,It worked here!,en,2025-05-20T23:33:30Z,2025-05-20 19:33:30,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyEWvepdmXwVMvkh2F4AaABAg.AIMiIlQNyM2AIMiaFJDv_5,UgyEWvepdmXwVMvkh2F4AaABAg,@johnahw,UCuHJTwhNg3xS4ETitfB2yOA,Since when has it been working? It looks really good😮,en,2025-05-20T23:33:52Z,2025-05-20 19:33:52,0
